Classifier,Class,Precision,Recall,F1-Score,Dice,IoU,Support,Accuracy,Training_Time
SVM (Poly),Sky,0.8653846153846154,0.75,0.8035714285714286,0.8035714285714286,0.6716417910447762,60,0.644,8.915258169174194
SVM (Poly),Soccer,0.9347826086956522,0.7166666666666667,0.8113207547169812,0.8113207547169812,0.6825396825396826,60,0.644,8.915258169174194
SVM (Poly),Stalactite,0.8085106382978723,0.6333333333333333,0.7102803738317757,0.7102803738317757,0.5507246376811594,60,0.644,8.915258169174194
SVM (Poly),SubSea,0.8181818181818182,0.45,0.5806451612903226,0.5806451612903226,0.4090909090909091,60,0.644,8.915258169174194
SVM (Poly),Sunflower,0.86,0.7166666666666667,0.7818181818181819,0.7818181818181819,0.6417910447761194,60,0.644,8.915258169174194
SVM (Poly),Sunset,0.8035714285714286,0.75,0.7758620689655172,0.7758620689655172,0.6338028169014085,60,0.644,8.915258169174194
SVM (Poly),Surfs,0.5531914893617021,0.43333333333333335,0.48598130841121495,0.48598130841121495,0.32098765432098764,60,0.644,8.915258169174194
SVM (Poly),Tennis,0.9090909090909091,0.6666666666666666,0.7692307692307693,0.7692307692307693,0.625,60,0.644,8.915258169174194
SVM (Poly),Tiger,0.6739130434782609,0.5166666666666667,0.5849056603773585,0.5849056603773585,0.41333333333333333,60,0.644,8.915258169174194
SVM (Poly),Volleyball,1.0,0.5666666666666667,0.723404255319149,0.723404255319149,0.5666666666666667,60,0.644,8.915258169174194
SVM (Poly),Waterfall,0.7608695652173914,0.5833333333333334,0.660377358490566,0.660377358490566,0.49295774647887325,60,0.644,8.915258169174194
LDA,AncestorDinoArt,0.921875,0.9833333333333333,0.9516129032258065,0.9516129032258065,0.9076923076923077,60,0.696,0.307722806930542
LDA,Archit,0.4827586206896552,0.4666666666666667,0.4745762711864407,0.4745762711864407,0.3111111111111111,60,0.696,0.307722806930542
LDA,BWimage,0.8823529411764706,1.0,0.9375,0.9375,0.8823529411764706,60,0.696,0.307722806930542
LDA,Baseball,0.6923076923076923,0.75,0.72,0.72,0.5625,60,0.696,0.307722806930542
LDA,Basketball,0.8275862068965517,0.8,0.8135593220338984,0.8135593220338984,0.6857142857142857,60,0.696,0.307722806930542
LDA,Beach,0.640625,0.6833333333333333,0.6612903225806451,0.6612903225806451,0.4939759036144578,60,0.696,0.307722806930542
LDA,Billiardsball,0.875,0.7,0.7777777777777778,0.7777777777777778,0.6363636363636364,60,0.696,0.307722806930542
LDA,Bus,0.819672131147541,0.8333333333333334,0.8264462809917356,0.8264462809917356,0.704225352112676,60,0.696,0.307722806930542
LDA,Car,0.8148148148148148,0.7333333333333333,0.7719298245614035,0.7719298245614035,0.6285714285714286,60,0.696,0.307722806930542
LDA,Cartoon,0.873015873015873,0.9166666666666666,0.8943089430894309,0.8943089430894309,0.8088235294117647,60,0.696,0.307722806930542
LDA,Castle,0.5230769230769231,0.5666666666666667,0.544,0.544,0.37362637362637363,60,0.696,0.307722806930542
LDA,Citynight,0.7608695652173914,0.5833333333333334,0.660377358490566,0.660377358490566,0.49295774647887325,60,0.696,0.307722806930542
LDA,ClassicalPainting,0.7166666666666667,0.7166666666666667,0.7166666666666667,0.7166666666666667,0.5584415584415584,60,0.696,0.307722806930542
LDA,Cropcycle,0.9666666666666667,0.9666666666666667,0.9666666666666667,0.9666666666666667,0.9354838709677419,60,0.696,0.307722806930542
LDA,DeerAntelope,0.5370370370370371,0.48333333333333334,0.5087719298245614,0.5087719298245614,0.3411764705882353,60,0.696,0.307722806930542
LDA,Desert,0.5918367346938775,0.48333333333333334,0.5321100917431193,0.5321100917431193,0.3625,60,0.696,0.307722806930542
LDA,Dog,0.4782608695652174,0.55,0.5116279069767442,0.5116279069767442,0.34375,60,0.696,0.307722806930542
LDA,Doors,0.8771929824561403,0.8333333333333334,0.8547008547008547,0.8547008547008547,0.746268656716418,60,0.696,0.307722806930542
LDA,Eagle,0.6507936507936508,0.6833333333333333,0.6666666666666666,0.6666666666666666,0.5,60,0.696,0.307722806930542
LDA,Elephant,0.6842105263157895,0.65,0.6666666666666666,0.6666666666666666,0.5,60,0.696,0.307722806930542
LDA,F1,0.7666666666666667,0.7666666666666667,0.7666666666666667,0.7666666666666667,0.6216216216216216,60,0.696,0.307722806930542
LDA,Feasts,0.7101449275362319,0.8166666666666667,0.7596899224806202,0.7596899224806202,0.6125,60,0.696,0.307722806930542
LDA,Flower,0.5818181818181818,0.5333333333333333,0.5565217391304348,0.5565217391304348,0.3855421686746988,60,0.696,0.307722806930542
LDA,Grass,0.734375,0.7833333333333333,0.7580645161290323,0.7580645161290323,0.6103896103896104,60,0.696,0.307722806930542
LDA,Group,0.5806451612903226,0.6,0.5901639344262295,0.5901639344262295,0.4186046511627907,60,0.696,0.307722806930542
LDA,Indoor,0.6774193548387096,0.7,0.6885245901639344,0.6885245901639344,0.525,60,0.696,0.307722806930542
LDA,Lion,0.417910447761194,0.4666666666666667,0.4409448818897638,0.4409448818897638,0.2828282828282828,60,0.696,0.307722806930542
LDA,Masks,0.609375,0.65,0.6290322580645161,0.6290322580645161,0.4588235294117647,60,0.696,0.307722806930542
LDA,Model,0.5737704918032787,0.5833333333333334,0.5785123966942148,0.5785123966942148,0.4069767441860465,60,0.696,0.307722806930542
LDA,Mountain,0.5375,0.7166666666666667,0.6142857142857143,0.6142857142857143,0.44329896907216493,60,0.696,0.307722806930542
LDA,Owls,0.6133333333333333,0.7666666666666667,0.6814814814814815,0.6814814814814815,0.5168539325842697,60,0.696,0.307722806930542
LDA,Penguin,0.5652173913043478,0.65,0.6046511627906976,0.6046511627906976,0.43333333333333335,60,0.696,0.307722806930542
LDA,Plane,0.6226415094339622,0.55,0.584070796460177,0.584070796460177,0.4125,60,0.696,0.307722806930542
LDA,Planet,0.8421052631578947,0.8,0.8205128205128205,0.8205128205128205,0.6956521739130435,60,0.696,0.307722806930542
LDA,Pumpkin,0.5961538461538461,0.5166666666666667,0.5535714285714286,0.5535714285714286,0.38271604938271603,60,0.696,0.307722806930542
LDA,RacingMotor,0.6909090909090909,0.6333333333333333,0.6608695652173913,0.6608695652173913,0.4935064935064935,60,0.696,0.307722806930542
LDA,Satelliteimage,0.9642857142857143,0.9,0.9310344827586207,0.9310344827586207,0.8709677419354839,60,0.696,0.307722806930542
LDA,Sculpt,0.43137254901960786,0.36666666666666664,0.3963963963963964,0.3963963963963964,0.24719101123595505,60,0.696,0.307722806930542
LDA,Ship,0.7352941176470589,0.8333333333333334,0.78125,0.78125,0.6410256410256411,60,0.696,0.307722806930542
LDA,Sky,0.8076923076923077,0.7,0.75,0.75,0.6,60,0.696,0.307722806930542
LDA,Soccer,0.9444444444444444,0.85,0.8947368421052632,0.8947368421052632,0.8095238095238095,60,0.696,0.307722806930542
LDA,Stalactite,0.65,0.65,0.65,0.65,0.48148148148148145,60,0.696,0.307722806930542
LDA,SubSea,0.6666666666666666,0.5666666666666667,0.6126126126126126,0.6126126126126126,0.44155844155844154,60,0.696,0.307722806930542
LDA,Sunflower,0.726027397260274,0.8833333333333333,0.7969924812030075,0.7969924812030075,0.6625,60,0.696,0.307722806930542
LDA,Sunset,0.8181818181818182,0.9,0.8571428571428571,0.8571428571428571,0.75,60,0.696,0.307722806930542
LDA,Surfs,0.582089552238806,0.65,0.6141732283464567,0.6141732283464567,0.4431818181818182,60,0.696,0.307722806930542
LDA,Tennis,0.9047619047619048,0.6333333333333333,0.7450980392156863,0.7450980392156863,0.59375,60,0.696,0.307722806930542
LDA,Tiger,0.5454545454545454,0.6,0.5714285714285714,0.5714285714285714,0.4,60,0.696,0.307722806930542
LDA,Volleyball,0.8,0.6666666666666666,0.7272727272727273,0.7272727272727273,0.5714285714285714,60,0.696,0.307722806930542
LDA,Waterfall,0.7321428571428571,0.6833333333333333,0.7068965517241379,0.7068965517241379,0.5466666666666666,60,0.696,0.307722806930542
Random Forest (n=200),AncestorDinoArt,0.75,1.0,0.8571428571428571,0.8571428571428571,0.75,60,0.6196666666666667,4.665463924407959
Random Forest (n=200),Archit,0.7142857142857143,0.08333333333333333,0.14925373134328357,0.14925373134328357,0.08064516129032258,60,0.6196666666666667,4.665463924407959
Random Forest (n=200),BWimage,0.8823529411764706,1.0,0.9375,0.9375,0.8823529411764706,60,0.6196666666666667,4.665463924407959
Random Forest (n=200),Baseball,0.6376811594202898,0.7333333333333333,0.6821705426356589,0.6821705426356589,0.5176470588235295,60,0.6196666666666667,4.665463924407959
Random Forest (n=200),Basketball,0.696969696969697,0.7666666666666667,0.7301587301587301,0.7301587301587301,0.575,60,0.6196666666666667,4.665463924407959
Random Forest (n=200),Beach,0.47619047619047616,0.5,0.4878048780487805,0.4878048780487805,0.3225806451612903,60,0.6196666666666667,4.665463924407959
Random Forest (n=200),Billiardsball,0.8913043478260869,0.6833333333333333,0.7735849056603774,0.7735849056603774,0.6307692307692307,60,0.6196666666666667,4.665463924407959
Random Forest (n=200),Bus,0.5555555555555556,0.75,0.6382978723404256,0.6382978723404256,0.46875,60,0.6196666666666667,4.665463924407959
Random Forest (n=200),Car,0.7777777777777778,0.4666666666666667,0.5833333333333334,0.5833333333333334,0.4117647058823529,60,0.6196666666666667,4.665463924407959
Random Forest (n=200),Cartoon,0.5145631067961165,0.8833333333333333,0.6503067484662577,0.6503067484662577,0.4818181818181818,60,0.6196666666666667,4.665463924407959
Random Forest (n=200),Castle,0.4626865671641791,0.5166666666666667,0.4881889763779528,0.4881889763779528,0.3229166666666667,60,0.6196666666666667,4.665463924407959
Random Forest (n=200),Citynight,0.7291666666666666,0.5833333333333334,0.6481481481481481,0.6481481481481481,0.4794520547945205,60,0.6196666666666667,4.665463924407959
Random Forest (n=200),ClassicalPainting,0.6166666666666667,0.6166666666666667,0.6166666666666667,0.6166666666666667,0.4457831325301205,60,0.6196666666666667,4.665463924407959
Random Forest (n=200),Cropcycle,0.7941176470588235,0.9,0.84375,0.84375,0.7297297297297297,60,0.6196666666666667,4.665463924407959
Random Forest (n=200),DeerAntelope,0.5555555555555556,0.16666666666666666,0.2564102564102564,0.2564102564102564,0.14705882352941177,60,0.6196666666666667,4.665463924407959
Random Forest (n=200),Desert,0.5526315789473685,0.35,0.42857142857142855,0.42857142857142855,0.2727272727272727,60,0.6196666666666667,4.665463924407959
Random Forest (n=200),Dog,0.7647058823529411,0.21666666666666667,0.33766233766233766,0.33766233766233766,0.203125,60,0.6196666666666667,4.665463924407959
Random Forest (n=200),Doors,0.6219512195121951,0.85,0.7183098591549296,0.7183098591549296,0.5604395604395604,60,0.6196666666666667,4.665463924407959
Random Forest (n=200),Eagle,0.5641025641025641,0.7333333333333333,0.6376811594202898,0.6376811594202898,0.46808510638297873,60,0.6196666666666667,4.665463924407959
Random Forest (n=200),Elephant,0.696969696969697,0.38333333333333336,0.4946236559139785,0.4946236559139785,0.32857142857142857,60,0.6196666666666667,4.665463924407959
Random Forest (n=200),F1,0.734375,0.7833333333333333,0.7580645161290323,0.7580645161290323,0.6103896103896104,60,0.6196666666666667,4.665463924407959
Random Forest (n=200),Feasts,0.49056603773584906,0.8666666666666667,0.6265060240963856,0.6265060240963856,0.45614035087719296,60,0.6196666666666667,4.665463924407959
Random Forest (n=200),Flower,0.6153846153846154,0.5333333333333333,0.5714285714285714,0.5714285714285714,0.4,60,0.6196666666666667,4.665463924407959
Random Forest (n=200),Grass,0.5274725274725275,0.8,0.6357615894039735,0.6357615894039735,0.46601941747572817,60,0.6196666666666667,4.665463924407959
Random Forest (n=200),Group,0.5263157894736842,0.6666666666666666,0.5882352941176471,0.5882352941176471,0.4166666666666667,60,0.6196666666666667,4.665463924407959
Random Forest (n=200),Indoor,0.7222222222222222,0.65,0.6842105263157895,0.6842105263157895,0.52,60,0.6196666666666667,4.665463924407959
Random Forest (n=200),Lion,0.40625,0.43333333333333335,0.41935483870967744,0.41935483870967744,0.2653061224489796,60,0.6196666666666667,4.665463924407959
Random Forest (n=200),Masks,0.5454545454545454,0.7,0.6131386861313869,0.6131386861313869,0.4421052631578947,60,0.6196666666666667,4.665463924407959
Random Forest (n=200),Model,0.5833333333333334,0.23333333333333334,0.3333333333333333,0.3333333333333333,0.2,60,0.6196666666666667,4.665463924407959
Random Forest (n=200),Mountain,0.40298507462686567,0.45,0.4251968503937008,0.4251968503937008,0.27,60,0.6196666666666667,4.665463924407959
Random Forest (n=200),Owls,0.5384615384615384,0.7,0.6086956521739131,0.6086956521739131,0.4375,60,0.6196666666666667,4.665463924407959
Random Forest (n=200),Penguin,0.5384615384615384,0.4666666666666667,0.5,0.5,0.3333333333333333,60,0.6196666666666667,4.665463924407959
Random Forest (n=200),Plane,0.66,0.55,0.6,0.6,0.42857142857142855,60,0.6196666666666667,4.665463924407959
Random Forest (n=200),Planet,0.7538461538461538,0.8166666666666667,0.784,0.784,0.6447368421052632,60,0.6196666666666667,4.665463924407959
Random Forest (n=200),Pumpkin,0.53125,0.2833333333333333,0.3695652173913043,0.3695652173913043,0.22666666666666666,60,0.6196666666666667,4.665463924407959
Random Forest (n=200),RacingMotor,0.7,0.7,0.7,0.7,0.5384615384615384,60,0.6196666666666667,4.665463924407959
Random Forest (n=200),Satelliteimage,0.6744186046511628,0.9666666666666667,0.7945205479452054,0.7945205479452054,0.6590909090909091,60,0.6196666666666667,4.665463924407959
Random Forest (n=200),Sculpt,0.7857142857142857,0.18333333333333332,0.2972972972972973,0.2972972972972973,0.1746031746031746,60,0.6196666666666667,4.665463924407959
Random Forest (n=200),Ship,0.6964285714285714,0.65,0.6724137931034483,0.6724137931034483,0.5064935064935064,60,0.6196666666666667,4.665463924407959
Random Forest (n=200),Sky,0.65,0.8666666666666667,0.7428571428571429,0.7428571428571429,0.5909090909090909,60,0.6196666666666667,4.665463924407959
Random Forest (n=200),Soccer,0.8035714285714286,0.75,0.7758620689655172,0.7758620689655172,0.6338028169014085,60,0.6196666666666667,4.665463924407959
Random Forest (n=200),Stalactite,0.5142857142857142,0.6,0.5538461538461539,0.5538461538461539,0.3829787234042553,60,0.6196666666666667,4.665463924407959
Random Forest (n=200),SubSea,0.7419354838709677,0.38333333333333336,0.5054945054945055,0.5054945054945055,0.3382352941176471,60,0.6196666666666667,4.665463924407959
Random Forest (n=200),Sunflower,0.7222222222222222,0.8666666666666667,0.7878787878787878,0.7878787878787878,0.65,60,0.6196666666666667,4.665463924407959
Random Forest (n=200),Sunset,0.684931506849315,0.8333333333333334,0.7518796992481203,0.7518796992481203,0.6024096385542169,60,0.6196666666666667,4.665463924407959
Random Forest (n=200),Surfs,0.6363636363636364,0.7,0.6666666666666666,0.6666666666666666,0.5,60,0.6196666666666667,4.665463924407959
Random Forest (n=200),Tennis,0.9743589743589743,0.6333333333333333,0.7676767676767676,0.7676767676767676,0.6229508196721312,60,0.6196666666666667,4.665463924407959
Random Forest (n=200),Tiger,0.43859649122807015,0.4166666666666667,0.42735042735042733,0.42735042735042733,0.2717391304347826,60,0.6196666666666667,4.665463924407959
Random Forest (n=200),Volleyball,0.7735849056603774,0.6833333333333333,0.7256637168141593,0.7256637168141593,0.5694444444444444,60,0.6196666666666667,4.665463924407959
Random Forest (n=200),Waterfall,0.35514018691588783,0.6333333333333333,0.4550898203592814,0.4550898203592814,0.29457364341085274,60,0.6196666666666667,4.665463924407959
